Date,County,daily.death.count,population.2018,patients.hospitalized,patients.on.ventilators,airborn.isolation.beds,adult.ICU.beds,new.cases,month,region
2020-06-18,Fayette,0,130441,0,0,57.1,53.3,3,06,southwest
2020-06-19,Fayette,0,130441,0,0,57.1,33.3,0,06,southwest
2020-06-20,Fayette,0,130441,0,0,57.1,60,2,06,southwest
2020-06-21,Fayette,0,130441,0,0,57.1,46.7,0,06,southwest
2020-06-22,Fayette,0,130441,0,0,57.1,53.3,0,06,southwest
2020-06-23,Fayette,0,130441,0,0,57.1,20,0,06,southwest
2020-06-24,Fayette,0,130441,0,0,57.1,33.3,0,06,southwest
2020-06-25,Fayette,0,130441,0,0,57.1,73.3,2,06,southwest
2020-06-26,Fayette,0,130441,0,0,57.1,60,4,06,southwest
2020-06-27,Fayette,0,130441,0,0,57.1,66.7,1,06,southwest
2020-06-28,Fayette,0,130441,0,0,57.1,60,1,06,southwest
2020-06-29,Fayette,0,130441,0,0,57.1,66.7,3,06,southwest
2020-06-30,Fayette,0,130441,0,0,57.1,46.7,1,06,southwest
2020-07-01,Fayette,0,130441,0,0,57.1,60,10,07,southwest
2020-07-02,Fayette,0,130441,0,0,57.1,60,6,07,southwest
2020-07-03,Fayette,0,130441,0,0,57.1,66.7,2,07,southwest
2020-07-04,Fayette,0,130441,0,0,57.1,73.3,5,07,southwest
2020-07-05,Fayette,0,130441,0,0,57.1,73.3,8,07,southwest
2020-07-06,Fayette,0,130441,0,0,57.1,73.3,2,07,southwest
2020-07-07,Fayette,0,130441,0,0,57.1,53.3,10,07,southwest
2020-07-08,Fayette,0,130441,0,0,57.1,53.3,3,07,southwest
2020-07-09,Fayette,0,130441,0,0,57.1,60,15,07,southwest
2020-07-10,Fayette,0,130441,0,0,57.1,46.7,13,07,southwest
2020-07-11,Fayette,0,130441,0,0,57.1,60,3,07,southwest
2020-07-12,Fayette,0,130441,0,0,57.1,66.7,6,07,southwest
2020-07-13,Fayette,0,130441,1,0,57.1,33.3,9,07,southwest
2020-07-14,Fayette,0,130441,1,0,57.1,40,8,07,southwest
2020-07-15,Fayette,0,130441,1,0,57.1,40,6,07,southwest
2020-07-16,Fayette,0,130441,3,0,57.1,46.7,12,07,southwest
2020-07-17,Fayette,0,130441,3,0,57.1,40,18,07,southwest
2020-07-18,Fayette,0,130441,2,0,57.1,13.3,8,07,southwest
2020-07-19,Fayette,0,130441,2,0,57.1,33.3,10,07,southwest
2020-07-20,Fayette,0,130441,2,0,57.1,28.6,7,07,southwest
2020-07-21,Fayette,0,130441,0,0,57.1,50,9,07,southwest
2020-07-22,Fayette,0,130441,0,0,57.1,57.1,5,07,southwest
2020-07-23,Fayette,0,130441,2,0,57.1,28.6,7,07,southwest
2020-07-24,Fayette,1,130441,2,0,57.1,61.5,6,07,southwest
2020-07-25,Fayette,0,130441,2,0,57.1,76.9,6,07,southwest
2020-07-26,Fayette,0,130441,2,0,57.1,69.2,2,07,southwest
2020-07-27,Fayette,0,130441,2,0,57.1,46.2,22,07,southwest
2020-07-28,Fayette,0,130441,2,0,57.1,38.5,16,07,southwest
2020-07-29,Fayette,0,130441,2,0,57.1,30.8,13,07,southwest
2020-07-31,Fayette,0,130441,8,0,57.1,26.7,14,07,southwest
2020-08-01,Fayette,0,130441,7,0,57.1,13.3,4,08,southwest
2020-08-02,Fayette,0,130441,10,0,57.1,20,10,08,southwest
2020-08-03,Fayette,0,130441,9,0,57.1,40,8,08,southwest
2020-08-04,Fayette,0,130441,9,0,57.1,13.3,9,08,southwest
2020-08-05,Fayette,0,130441,6,0,57.1,6.7,33,08,southwest
2020-08-06,Fayette,0,130441,8,0,57.1,0,8,08,southwest
2020-08-07,Fayette,0,130441,7,0,57.1,20,13,08,southwest
2020-08-08,Fayette,1,130441,7,0,57.1,26.7,10,08,southwest
2020-08-09,Fayette,0,130441,6,0,57.1,46.7,6,08,southwest
2020-08-10,Fayette,0,130441,7,0,57.1,40,61,08,southwest
2020-08-11,Fayette,0,130441,6,0,57.1,40,21,08,southwest
2020-08-12,Fayette,0,130441,6,0,57.1,40,13,08,southwest
2020-08-13,Fayette,0,130441,5,1,57.1,46.7,14,08,southwest
2020-08-14,Fayette,0,130441,5,1,57.1,33.3,4,08,southwest
2020-08-15,Fayette,0,130441,5,1,57.1,60,10,08,southwest
2020-08-16,Fayette,0,130441,5,1,57.1,60,4,08,southwest
2020-08-17,Fayette,0,130441,4,0,57.1,46.7,5,08,southwest
2020-08-18,Fayette,0,130441,3,0,57.1,20,7,08,southwest
2020-08-19,Fayette,0,130441,3,0,57.1,20,4,08,southwest
2020-08-20,Fayette,0,130441,2,0,57.1,40,9,08,southwest
2020-08-21,Fayette,0,130441,3,0,57.1,100,4,08,southwest
2020-08-22,Fayette,0,130441,3,0,57.1,26.7,2,08,southwest
2020-08-23,Fayette,0,130441,2,0,57.1,26.7,3,08,southwest
2020-08-24,Fayette,0,130441,2,0,57.1,46.7,2,08,southwest
2020-08-25,Fayette,0,130441,2,0,57.1,33.3,2,08,southwest
2020-08-26,Fayette,0,130441,3,0,57.1,33.3,8,08,southwest
2020-08-27,Fayette,0,130441,2,0,57.1,66.7,8,08,southwest
2020-08-28,Fayette,0,130441,1,0,57.1,66.7,2,08,southwest
2020-08-29,Fayette,0,130441,0,0,57.1,66.7,6,08,southwest
2020-08-30,Fayette,0,130441,1,0,57.1,53.3,3,08,southwest
2020-08-31,Fayette,0,130441,2,0,57.1,53.3,3,08,southwest
2020-09-01,Fayette,0,130441,2,0,57.1,53.3,4,09,southwest
2020-09-02,Fayette,1,130441,3,0,57.1,53.3,5,09,southwest
2020-09-03,Fayette,0,130441,3,0,57.1,40,2,09,southwest
2020-09-04,Fayette,0,130441,3,0,57.1,40,2,09,southwest
2020-09-05,Fayette,0,130441,3,0,57.1,33.3,2,09,southwest
2020-09-06,Fayette,0,130441,3,0,57.1,46.7,3,09,southwest
2020-09-07,Fayette,0,130441,3,0,57.1,46.7,0,09,southwest
2020-09-08,Fayette,0,130441,3,0,57.1,13.3,7,09,southwest
2020-09-09,Fayette,0,130441,3,0,57.1,13.3,6,09,southwest
2020-09-10,Fayette,0,130441,3,0,57.1,13.3,5,09,southwest
2020-09-11,Fayette,0,130441,3,0,57.1,20,7,09,southwest
2020-09-12,Fayette,0,130441,3,0,57.1,20,3,09,southwest
2020-09-13,Fayette,0,130441,2,0,57.1,20,4,09,southwest
2020-09-14,Fayette,0,130441,2,0,57.1,20,2,09,southwest
2020-09-15,Fayette,0,130441,2,0,57.1,60,5,09,southwest
2020-09-16,Fayette,0,130441,2,0,57.1,60,4,09,southwest
2020-09-17,Fayette,0,130441,3,0,57.1,33.3,3,09,southwest
2020-09-18,Fayette,0,130441,4,0,57.1,40,4,09,southwest
2020-09-19,Fayette,0,130441,4,0,57.1,26.7,5,09,southwest
2020-09-20,Fayette,0,130441,3,0,57.1,26.7,2,09,southwest
2020-09-21,Fayette,0,130441,2,0,57.1,60,2,09,southwest
2020-09-22,Fayette,0,130441,3,0,57.1,60,3,09,southwest
2020-09-23,Fayette,0,130441,5,0,57.1,20,5,09,southwest
2020-09-24,Fayette,0,130441,5,0,57.1,20,5,09,southwest
2020-09-25,Fayette,0,130441,6,0,57.1,0,7,09,southwest
2020-09-26,Fayette,0,130441,6,0,57.1,6.7,5,09,southwest
2020-09-27,Fayette,0,130441,6,0,57.1,26.7,4,09,southwest
2020-09-28,Fayette,0,130441,6,0,57.1,6.7,6,09,southwest
2020-09-29,Fayette,0,130441,6,0,57.1,0,3,09,southwest
2020-09-30,Fayette,1,130441,6,1,57.1,13.3,4,09,southwest
2020-10-01,Fayette,0,130441,5,1,57.1,13.3,4,10,southwest
2020-10-02,Fayette,0,130441,5,1,57.1,53.3,4,10,southwest
2020-10-03,Fayette,0,130441,5,1,57.1,53.3,1,10,southwest
2020-10-04,Fayette,0,130441,3,1,57.1,53.3,3,10,southwest
2020-10-05,Fayette,1,130441,3,1,57.1,53.3,13,10,southwest
2020-10-06,Fayette,0,130441,3,1,57.1,40,6,10,southwest
2020-10-07,Fayette,0,130441,2,1,57.1,40,1,10,southwest
2020-10-08,Fayette,0,130441,2,1,57.1,40,7,10,southwest
2020-10-09,Fayette,1,130441,3,1,57.1,40,4,10,southwest
2020-10-10,Fayette,2,130441,3,1,57.1,33.3,6,10,southwest
2020-10-11,Fayette,0,130441,2,1,57.1,33.3,3,10,southwest
2020-10-12,Fayette,0,130441,3,0,57.1,26.7,11,10,southwest
2020-10-13,Fayette,0,130441,4,0,57.1,20,4,10,southwest
2020-10-14,Fayette,0,130441,4,0,57.1,20,12,10,southwest
2020-10-15,Fayette,0,130441,3,0,57.1,20,14,10,southwest
2020-10-16,Fayette,0,130441,3,0,57.1,20,5,10,southwest
2020-10-17,Fayette,0,130441,3,0,57.1,20,10,10,southwest
2020-10-18,Fayette,0,130441,3,0,57.1,26.7,3,10,southwest
2020-10-19,Fayette,0,130441,4,0,57.1,20,7,10,southwest
2020-10-20,Fayette,2,130441,5,0,57.1,20,10,10,southwest
2020-10-21,Fayette,1,130441,4,0,57.1,20,9,10,southwest
2020-10-22,Fayette,0,130441,5,0,57.1,26.7,18,10,southwest
2020-10-23,Fayette,0,130441,5,0,57.1,13.3,14,10,southwest
2020-10-24,Fayette,0,130441,5,0,57.1,6.7,6,10,southwest
2020-10-25,Fayette,0,130441,5,0,57.1,6.7,6,10,southwest
2020-10-26,Fayette,0,130441,5,0,57.1,6.7,7,10,southwest
2020-10-27,Fayette,0,130441,3,0,57.1,6.7,12,10,southwest
2020-10-28,Fayette,0,130441,2,0,57.1,20,16,10,southwest
2020-10-29,Fayette,0,130441,3,0,57.1,6.7,16,10,southwest
2020-10-30,Fayette,0,130441,3,0,57.1,6.7,9,10,southwest
2020-10-31,Fayette,0,130441,2,0,57.1,33.3,17,10,southwest
2020-11-01,Fayette,0,130441,2,0,57.1,33.3,8,11,southwest
2020-11-02,Fayette,0,130441,3,0,57.1,26.7,13,11,southwest
2020-11-03,Fayette,0,130441,2,0,57.1,33.3,22,11,southwest
2020-11-04,Fayette,0,130441,3,0,57.1,26.7,21,11,southwest
2020-11-05,Fayette,0,130441,3,0,57.1,33.3,12,11,southwest
2020-11-06,Fayette,0,130441,2,0,57.1,26.7,15,11,southwest
2020-11-07,Fayette,0,130441,2,1,57.1,26.7,20,11,southwest
2020-11-08,Fayette,0,130441,6,1,57.1,20,8,11,southwest
2020-11-09,Fayette,0,130441,4,1,57.1,20,19,11,southwest
2020-11-10,Fayette,0,130441,4,1,57.1,20,32,11,southwest
2020-11-11,Fayette,0,130441,3,2,57.1,13.3,18,11,southwest
2020-11-12,Fayette,1,130441,8,2,57.1,6.7,27,11,southwest
2020-11-13,Fayette,0,130441,7,0,57.1,40,28,11,southwest
2020-11-14,Fayette,1,130441,7,0,57.1,40,32,11,southwest
2020-11-15,Fayette,0,130441,8,0,57.1,13.3,44,11,southwest
2020-11-16,Fayette,0,130441,12,0,57.1,33.3,32,11,southwest
2020-11-17,Fayette,0,130441,10,0,57.1,33.3,72,11,southwest
2020-11-18,Fayette,1,130441,9,0,57.1,33.3,51,11,southwest
2020-11-19,Fayette,0,130441,9,0,57.1,40,40,11,southwest
2020-11-20,Fayette,0,130441,12,1,57.1,40,52,11,southwest
2020-11-21,Fayette,1,130441,16,1,57.1,40,32,11,southwest
2020-11-22,Fayette,2,130441,16,0,57.1,26.7,45,11,southwest
2020-11-23,Fayette,1,130441,16,0,57.1,26.7,74,11,southwest
2020-11-24,Fayette,0,130441,18,0,57.1,26.7,71,11,southwest
2020-11-25,Fayette,1,130441,16,0,57.1,26.7,81,11,southwest
2020-11-26,Fayette,2,130441,16,0,57.1,33.3,66,11,southwest
2020-11-27,Fayette,1,130441,16,0,57.1,40,100,11,southwest
2020-11-28,Fayette,2,130441,16,0,57.1,40,66,11,southwest
2020-11-29,Fayette,0,130441,21,0,57.1,33.3,52,11,southwest
2020-11-30,Fayette,3,130441,25,0,57.1,33.3,67,11,southwest
2020-12-01,Fayette,0,130441,25,0,57.1,26.7,75,12,southwest
2020-12-02,Fayette,2,130441,25,0,57.1,26.7,101,12,southwest
2020-12-03,Fayette,0,130441,30,1,57.1,20,95,12,southwest
2020-12-04,Fayette,3,130441,33,1,57.1,0,227,12,southwest
2020-12-05,Fayette,0,130441,33,1,57.1,0,158,12,southwest
2020-12-06,Fayette,2,130441,37,1,57.1,0,89,12,southwest
2020-12-07,Fayette,4,130441,46,3,57.1,0,169,12,southwest
2020-12-08,Fayette,3,130441,48,3,57.1,100,62,12,southwest
2020-12-09,Fayette,1,130441,51,5,0,0,272,12,southwest
2020-12-10,Fayette,2,130441,56,5,0,0,368,12,southwest
2020-12-11,Fayette,4,130441,61,5,0,0,264,12,southwest
2020-12-12,Fayette,3,130441,61,5,0,0,148,12,southwest
2020-12-13,Fayette,0,130441,63,3,0,6.7,110,12,southwest
2020-12-14,Fayette,3,130441,63,3,0,6.7,309,12,southwest
2020-12-15,Fayette,2,130441,69,5,0,0,228,12,southwest
2020-12-16,Fayette,0,130441,8,4,0,0,260,12,southwest
2020-12-17,Fayette,0,130441,67,6,0,0,156,12,southwest
2020-12-18,Fayette,0,130441,69,6,0,0,193,12,southwest
2020-06-01,Indiana,0,84501,1,1,54.3,41.7,0,06,southwest
2020-06-02,Indiana,0,84501,1,1,47.8,33.3,0,06,southwest
2020-06-03,Indiana,0,84501,1,1,52.2,33.3,0,06,southwest
2020-06-04,Indiana,0,84501,1,1,45.7,33.3,0,06,southwest
2020-06-05,Indiana,0,84501,1,1,43.5,33.3,0,06,southwest
2020-06-06,Indiana,0,84501,1,1,50,58.3,0,06,southwest
2020-06-07,Indiana,0,84501,1,1,45.7,50,0,06,southwest
2020-06-08,Indiana,0,84501,1,1,37,8.3,0,06,southwest
2020-06-09,Indiana,0,84501,1,1,39.1,41.7,0,06,southwest
2020-06-10,Indiana,0,84501,1,1,45.7,50,0,06,southwest
2020-06-11,Indiana,0,84501,1,0,52.2,75,1,06,southwest
2020-06-12,Indiana,0,84501,1,0,58.7,75,1,06,southwest
2020-06-13,Indiana,0,84501,1,0,52.2,75,1,06,southwest
2020-06-14,Indiana,0,84501,1,0,56.5,66.7,0,06,southwest
2020-06-15,Indiana,0,84501,2,0,56.5,75,2,06,southwest
2020-06-16,Indiana,0,84501,1,0,47.8,58.3,0,06,southwest
2020-06-17,Indiana,0,84501,1,0,54.3,75,2,06,southwest
2020-06-18,Indiana,0,84501,2,0,37,50,2,06,southwest
2020-06-19,Indiana,0,84501,2,0,47.8,58.3,0,06,southwest
2020-06-20,Indiana,0,84501,2,0,43.5,58.3,0,06,southwest
2020-06-21,Indiana,0,84501,2,0,43.5,58.3,0,06,southwest
2020-06-22,Indiana,0,84501,1,0,52.2,58.3,0,06,southwest
2020-06-23,Indiana,0,84501,1,0,52.2,58.3,0,06,southwest
2020-06-24,Indiana,0,84501,1,0,52.2,58.3,2,06,southwest
2020-06-25,Indiana,0,84501,1,0,52.2,58.3,0,06,southwest
2020-06-26,Indiana,0,84501,1,0,54.3,50,0,06,southwest
2020-06-27,Indiana,0,84501,1,0,47.8,66.7,1,06,southwest
2020-06-28,Indiana,0,84501,1,0,47.8,66.7,3,06,southwest
2020-06-29,Indiana,0,84501,2,0,47.8,33.3,4,06,southwest
2020-06-30,Indiana,0,84501,2,0,39.1,50,1,06,southwest
2020-07-01,Indiana,0,84501,2,0,39.1,66.7,2,07,southwest
2020-07-02,Indiana,0,84501,1,0,39.1,50,2,07,southwest
2020-07-03,Indiana,0,84501,1,0,71.7,41.7,0,07,southwest
2020-07-04,Indiana,0,84501,1,0,37,41.7,0,07,southwest
2020-07-05,Indiana,0,84501,1,0,63,50,0,07,southwest
2020-07-06,Indiana,0,84501,1,0,63,41.7,3,07,southwest
2020-07-07,Indiana,0,84501,1,0,47.8,58.3,2,07,southwest
2020-07-08,Indiana,0,84501,1,0,47.8,75,1,07,southwest
2020-07-09,Indiana,0,84501,1,0,50,33.3,2,07,southwest
2020-07-10,Indiana,0,84501,4,0,39.1,33.3,22,07,southwest
2020-07-11,Indiana,0,84501,6,0,41.3,41.7,7,07,southwest
2020-07-12,Indiana,0,84501,5,0,41.3,41.7,6,07,southwest
2020-07-13,Indiana,0,84501,6,0,26.1,25,11,07,southwest
2020-07-14,Indiana,0,84501,6,0,30.4,33.3,8,07,southwest
2020-07-15,Indiana,0,84501,5,0,28.3,33.3,0,07,southwest
2020-07-16,Indiana,0,84501,4,0,28.3,16.7,2,07,southwest
2020-07-17,Indiana,0,84501,2,0,26.1,33.3,2,07,southwest
2020-07-18,Indiana,0,84501,3,0,26.1,33.3,1,07,southwest
2020-07-19,Indiana,0,84501,0,0,39.1,33.3,1,07,southwest
2020-07-20,Indiana,0,84501,0,0,56.5,41.7,2,07,southwest
2020-07-21,Indiana,0,84501,0,0,45.7,58.3,3,07,southwest
2020-07-22,Indiana,0,84501,0,0,43.5,50,1,07,southwest
2020-07-23,Indiana,0,84501,1,0,45.7,33.3,7,07,southwest
2020-07-24,Indiana,0,84501,1,0,47.8,41.7,14,07,southwest
2020-07-25,Indiana,0,84501,1,0,52.2,50,10,07,southwest
2020-07-26,Indiana,0,84501,1,0,41.3,58.3,2,07,southwest
2020-07-27,Indiana,0,84501,1,0,41.3,33.3,11,07,southwest
2020-07-28,Indiana,0,84501,2,0,30.4,16.7,6,07,southwest
2020-07-29,Indiana,0,84501,3,0,41.3,58.3,7,07,southwest
2020-07-31,Indiana,0,84501,3,0,41.3,58.3,10,07,southwest
2020-08-01,Indiana,0,84501,4,0,47.8,66.7,5,08,southwest
2020-08-02,Indiana,0,84501,6,0,41.3,58.3,3,08,southwest
2020-08-03,Indiana,1,84501,5,0,45.7,75,4,08,southwest
2020-08-04,Indiana,0,84501,5,0,45.7,75,5,08,southwest
2020-08-05,Indiana,0,84501,7,0,45.7,58.3,15,08,southwest
2020-08-06,Indiana,0,84501,3,0,47.8,58.3,10,08,southwest
2020-08-07,Indiana,0,84501,3,0,43.5,58.3,4,08,southwest
2020-08-08,Indiana,0,84501,4,1,43.5,58.3,9,08,southwest
2020-08-09,Indiana,0,84501,5,1,41.3,41.7,5,08,southwest
2020-08-10,Indiana,0,84501,5,1,41.3,41.7,7,08,southwest
2020-08-11,Indiana,0,84501,5,1,41.3,41.7,6,08,southwest
2020-08-12,Indiana,0,84501,6,1,41.3,41.7,10,08,southwest
2020-08-13,Indiana,1,84501,6,2,41.3,33.3,4,08,southwest
2020-08-14,Indiana,1,84501,6,2,41.3,33.3,5,08,southwest
2020-08-15,Indiana,0,84501,6,2,43.5,16.7,3,08,southwest
2020-08-16,Indiana,0,84501,7,2,43.5,16.7,0,08,southwest
2020-08-17,Indiana,0,84501,7,2,43.5,16.7,7,08,southwest
2020-08-18,Indiana,0,84501,5,2,41.3,33.3,9,08,southwest
2020-08-19,Indiana,0,84501,5,2,41.3,33.3,10,08,southwest
2020-08-20,Indiana,1,84501,5,2,45.7,33.3,4,08,southwest
2020-08-21,Indiana,0,84501,3,1,45.7,25,9,08,southwest
2020-08-22,Indiana,0,84501,4,2,45.7,25,3,08,southwest
2020-08-23,Indiana,0,84501,4,1,45.7,58.3,0,08,southwest
2020-08-24,Indiana,0,84501,4,1,45.7,58.3,7,08,southwest
2020-08-25,Indiana,0,84501,3,1,50,50,3,08,southwest
2020-08-26,Indiana,0,84501,3,1,50,50,1,08,southwest
2020-08-27,Indiana,0,84501,3,1,45.7,50,7,08,southwest
2020-08-28,Indiana,0,84501,4,1,45.7,58.3,2,08,southwest
2020-08-29,Indiana,0,84501,2,0,50,50,3,08,southwest
2020-08-30,Indiana,0,84501,2,0,71.7,66.7,2,08,southwest
2020-08-31,Indiana,0,84501,2,0,71.7,66.7,5,08,southwest
2020-09-01,Indiana,0,84501,3,0,58.7,75,8,09,southwest
2020-09-02,Indiana,0,84501,4,1,45.7,41.7,5,09,southwest
2020-09-03,Indiana,0,84501,4,1,43.5,50,10,09,southwest
2020-09-04,Indiana,1,84501,4,1,43.5,50,4,09,southwest
2020-09-05,Indiana,0,84501,3,1,32.6,16.7,5,09,southwest
2020-09-06,Indiana,0,84501,4,2,45.7,58.3,8,09,southwest
2020-09-07,Indiana,0,84501,5,0,41.3,33.3,2,09,southwest
2020-09-08,Indiana,0,84501,4,0,47.8,50,8,09,southwest
2020-09-09,Indiana,0,84501,4,0,47.8,50,10,09,southwest
2020-09-10,Indiana,0,84501,5,0,50,66.7,21,09,southwest
2020-09-11,Indiana,1,84501,3,0,34.8,50,15,09,southwest
2020-09-12,Indiana,0,84501,3,1,43.5,41.7,4,09,southwest
2020-09-13,Indiana,0,84501,3,1,32.6,41.7,15,09,southwest
2020-09-14,Indiana,0,84501,2,1,34.8,41.7,13,09,southwest
2020-09-15,Indiana,0,84501,2,1,34.8,41.7,19,09,southwest
2020-09-16,Indiana,0,84501,2,1,32.6,16.7,23,09,southwest
2020-09-17,Indiana,0,84501,3,1,50,41.7,11,09,southwest
2020-09-18,Indiana,0,84501,3,1,50,50,10,09,southwest
2020-09-19,Indiana,0,84501,3,2,54.3,58.3,22,09,southwest
2020-09-20,Indiana,0,84501,3,2,54.3,41.7,4,09,southwest
2020-09-21,Indiana,0,84501,2,1,45.7,33.3,10,09,southwest
2020-09-22,Indiana,0,84501,3,1,54.3,50,18,09,southwest
2020-09-23,Indiana,0,84501,3,1,43.5,41.7,13,09,southwest
2020-09-24,Indiana,0,84501,3,1,34.8,33.3,10,09,southwest
2020-09-25,Indiana,0,84501,2,1,30.4,33.3,7,09,southwest
2020-09-26,Indiana,0,84501,1,1,30.4,50,9,09,southwest
2020-09-27,Indiana,0,84501,1,0,41.3,66.7,7,09,southwest
2020-09-28,Indiana,0,84501,1,0,41.3,66.7,11,09,southwest
2020-09-29,Indiana,0,84501,3,0,37,50,7,09,southwest
2020-09-30,Indiana,0,84501,3,0,37,50,4,09,southwest
2020-10-01,Indiana,0,84501,7,0,32.6,50,14,10,southwest
2020-10-02,Indiana,0,84501,6,0,26.1,41.7,20,10,southwest
2020-10-03,Indiana,0,84501,3,1,34.8,41.7,8,10,southwest
2020-10-04,Indiana,1,84501,3,1,54.3,50,10,10,southwest
2020-10-05,Indiana,1,84501,2,1,47.8,50,5,10,southwest
2020-10-06,Indiana,0,84501,2,1,26.1,33.3,13,10,southwest
2020-10-07,Indiana,0,84501,2,1,26.1,33.3,7,10,southwest
2020-10-08,Indiana,0,84501,1,1,30.4,33.3,27,10,southwest
2020-10-09,Indiana,0,84501,2,1,39.1,50,10,10,southwest
2020-10-10,Indiana,0,84501,4,1,39.1,50,8,10,southwest
2020-10-11,Indiana,0,84501,4,1,30.4,33.3,12,10,southwest
2020-10-12,Indiana,0,84501,4,1,30.4,33.3,7,10,southwest
2020-10-13,Indiana,0,84501,5,1,30.4,25,12,10,southwest
2020-10-14,Indiana,0,84501,4,1,41.3,33.3,11,10,southwest
2020-10-15,Indiana,0,84501,5,1,41.3,41.7,23,10,southwest
2020-10-16,Indiana,1,84501,4,1,23.9,25,13,10,southwest
2020-10-17,Indiana,0,84501,4,1,30.4,50,4,10,southwest
2020-10-18,Indiana,1,84501,4,1,43.5,50,6,10,southwest
2020-10-19,Indiana,0,84501,4,1,30.4,41.7,14,10,southwest
2020-10-20,Indiana,0,84501,4,1,30.4,41.7,8,10,southwest
2020-10-21,Indiana,0,84501,1,0,37,33.3,21,10,southwest
2020-10-22,Indiana,0,84501,3,0,37,33.3,35,10,southwest
2020-10-23,Indiana,0,84501,3,0,26.1,33.3,26,10,southwest
2020-10-24,Indiana,0,84501,4,0,47.8,83.3,19,10,southwest
2020-10-25,Indiana,1,84501,5,1,34.8,66.7,9,10,southwest
2020-10-26,Indiana,0,84501,5,0,37,75,8,10,southwest
2020-10-27,Indiana,0,84501,8,0,21.7,25,25,10,southwest
2020-10-28,Indiana,0,84501,8,0,21.7,25,25,10,southwest
2020-10-29,Indiana,0,84501,7,0,26.1,25,27,10,southwest
2020-10-30,Indiana,1,84501,7,0,26.1,25,30,10,southwest
2020-10-31,Indiana,0,84501,12,0,26.1,25,27,10,southwest
2020-11-01,Indiana,1,84501,11,0,32.6,50,21,11,southwest
2020-11-02,Indiana,0,84501,12,0,28.3,58.3,22,11,southwest
2020-11-03,Indiana,0,84501,15,1,19.6,25,19,11,southwest
2020-11-04,Indiana,0,84501,15,1,19.6,25,73,11,southwest
2020-11-05,Indiana,1,84501,17,1,28.3,25,38,11,southwest
2020-11-06,Indiana,1,84501,16,1,26.1,41.7,35,11,southwest
2020-11-07,Indiana,0,84501,17,1,26.1,33.3,28,11,southwest
2020-11-08,Indiana,3,84501,16,2,26.1,41.7,19,11,southwest
2020-11-09,Indiana,2,84501,16,2,21.7,41.7,64,11,southwest
2020-11-10,Indiana,1,84501,18,1,21.7,41.7,40,11,southwest
2020-11-11,Indiana,1,84501,19,1,26.1,25,52,11,southwest
2020-11-12,Indiana,0,84501,19,1,26.1,25,51,11,southwest
2020-11-13,Indiana,0,84501,22,2,26.1,100,42,11,southwest
2020-11-14,Indiana,1,84501,22,2,26.1,33.3,48,11,southwest
2020-11-15,Indiana,1,84501,22,2,26.1,33.3,59,11,southwest
2020-11-16,Indiana,2,84501,23,2,17.4,33.3,31,11,southwest
2020-11-17,Indiana,0,84501,29,1,19.6,16.7,84,11,southwest
2020-11-18,Indiana,2,84501,29,2,21.7,25,58,11,southwest
2020-11-19,Indiana,2,84501,28,6,26.1,25,76,11,southwest
2020-11-20,Indiana,0,84501,28,6,13,8.3,67,11,southwest
2020-11-21,Indiana,1,84501,26,6,13,16.7,31,11,southwest
2020-11-22,Indiana,2,84501,26,5,13,0,25,11,southwest
2020-11-23,Indiana,3,84501,29,10,15.2,0,44,11,southwest
2020-11-24,Indiana,4,84501,28,8,17.4,8.3,72,11,southwest
2020-11-25,Indiana,2,84501,28,8,17.4,8.3,92,11,southwest
2020-11-26,Indiana,0,84501,27,9,15.2,16.7,37,11,southwest
2020-11-27,Indiana,0,84501,26,5,17.4,8.3,58,11,southwest
2020-11-28,Indiana,4,84501,26,5,17.4,8.3,39,11,southwest
2020-11-29,Indiana,2,84501,24,6,19.6,16.7,28,11,southwest
2020-11-30,Indiana,1,84501,28,5,17.4,16.7,56,11,southwest
2020-12-01,Indiana,1,84501,33,5,21.7,16.7,53,12,southwest
2020-12-02,Indiana,2,84501,32,5,32.6,25,41,12,southwest
2020-12-03,Indiana,3,84501,28,5,50,33.3,81,12,southwest
2020-12-04,Indiana,2,84501,30,5,50,33.3,111,12,southwest
2020-12-05,Indiana,3,84501,29,5,21.7,8.3,55,12,southwest
2020-12-06,Indiana,2,84501,36,5,21.7,16.7,33,12,southwest
2020-12-07,Indiana,7,84501,35,5,21.7,8.3,52,12,southwest
2020-12-08,Indiana,2,84501,34,4,30.4,25,60,12,southwest
2020-12-09,Indiana,1,84501,35,4,15.2,8.3,31,12,southwest
2020-12-10,Indiana,3,84501,45,4,23.9,8.3,82,12,southwest
2020-12-11,Indiana,3,84501,44,6,23.9,0,64,12,southwest
2020-12-12,Indiana,2,84501,45,6,13,0,56,12,southwest
2020-12-13,Indiana,2,84501,42,7,41.3,8.3,24,12,southwest
2020-12-14,Indiana,1,84501,40,7,21.7,16.7,75,12,southwest
2020-12-15,Indiana,1,84501,44,6,10.9,16.7,48,12,southwest
2020-12-16,Indiana,4,84501,40,6,21.7,0,19,12,southwest
2020-12-17,Indiana,3,84501,33,6,26.1,8.3,51,12,southwest
2020-12-18,Indiana,0,84501,38,6,21.7,0,46,12,southwest
2020-06-01,Somerset,0,73952,1,0,81.5,60.9,0,06,southwest
2020-06-02,Somerset,0,73952,1,0,79.6,60.9,0,06,southwest
2020-06-03,Somerset,0,73952,1,0,79.6,60.9,0,06,southwest
