Date,County,daily.death.count,population.2018,patients.hospitalized,patients.on.ventilators,airborn.isolation.beds,adult.ICU.beds,new.cases,month,region
2020-06-01,Berks,5,420152,41,6,32.9,26.4,34,06,southeast
2020-06-02,Berks,0,420152,36,5,30.5,24.5,23,06,southeast
2020-06-03,Berks,2,420152,34,5,25.6,24.1,21,06,southeast
2020-06-04,Berks,1,420152,30,6,25.6,33.9,15,06,southeast
2020-06-05,Berks,0,420152,30,6,23.2,32.8,23,06,southeast
2020-06-06,Berks,2,420152,29,7,22,28.8,11,06,southeast
2020-06-07,Berks,0,420152,29,6,25.6,31.6,15,06,southeast
2020-06-08,Berks,2,420152,24,9,30.5,24.6,13,06,southeast
2020-06-09,Berks,0,420152,22,5,30.5,20,18,06,southeast
2020-06-10,Berks,0,420152,23,5,29.3,25.5,13,06,southeast
2020-06-11,Berks,1,420152,20,5,22,20.3,18,06,southeast
2020-06-12,Berks,1,420152,22,5,20.7,11.9,19,06,southeast
2020-06-13,Berks,2,420152,22,5,24.4,16.9,12,06,southeast
2020-06-14,Berks,0,420152,22,5,26.8,23.7,7,06,southeast
2020-06-15,Berks,1,420152,23,6,29.3,15.8,15,06,southeast
2020-06-16,Berks,2,420152,20,6,23.2,3.6,7,06,southeast
2020-06-17,Berks,0,420152,20,6,24.4,16.9,14,06,southeast
2020-06-18,Berks,0,420152,19,5,30.5,29.1,15,06,southeast
2020-06-19,Berks,0,420152,21,5,24.4,25.4,14,06,southeast
2020-06-20,Berks,2,420152,24,6,26.8,27.1,19,06,southeast
2020-06-21,Berks,0,420152,23,6,29.3,28.8,14,06,southeast
2020-06-22,Berks,2,420152,23,6,25.6,26.3,30,06,southeast
2020-06-23,Berks,0,420152,19,6,23.2,21.8,7,06,southeast
2020-06-24,Berks,2,420152,19,6,29.3,26.2,8,06,southeast
2020-06-25,Berks,0,420152,18,6,28,29.5,14,06,southeast
2020-06-26,Berks,0,420152,16,6,22,22,13,06,southeast
2020-06-27,Berks,0,420152,19,3,28,35.6,12,06,southeast
2020-06-28,Berks,0,420152,19,3,31.7,50.9,24,06,southeast
2020-06-29,Berks,1,420152,18,3,34.1,47.2,7,06,southeast
2020-06-30,Berks,0,420152,16,5,32.9,21.3,27,06,southeast
2020-07-01,Berks,2,420152,16,5,31.7,44.3,6,07,southeast
2020-07-02,Berks,1,420152,14,4,32.9,23,6,07,southeast
2020-07-03,Berks,0,420152,14,3,31.7,39,4,07,southeast
2020-07-04,Berks,0,420152,16,4,30.5,45.8,8,07,southeast
2020-07-05,Berks,2,420152,16,4,29.3,34.5,4,07,southeast
2020-07-06,Berks,0,420152,16,4,32.9,30.2,24,07,southeast
2020-07-07,Berks,0,420152,16,4,30.5,39.3,19,07,southeast
2020-07-08,Berks,0,420152,15,4,32.9,42.6,21,07,southeast
2020-07-09,Berks,1,420152,15,4,26.8,26.2,16,07,southeast
2020-07-10,Berks,0,420152,11,1,30.5,28.8,18,07,southeast
2020-07-11,Berks,0,420152,11,1,29.3,29.8,8,07,southeast
2020-07-12,Berks,0,420152,11,1,30.5,35.8,9,07,southeast
2020-07-13,Berks,1,420152,11,1,32.9,34,16,07,southeast
2020-07-14,Berks,0,420152,9,1,36.6,41,26,07,southeast
2020-07-15,Berks,0,420152,11,0,36.6,41,19,07,southeast
2020-07-16,Berks,0,420152,6,0,29.3,36.1,22,07,southeast
2020-07-17,Berks,1,420152,12,0,23.2,18.6,19,07,southeast
2020-07-18,Berks,1,420152,12,0,26.8,27.3,23,07,southeast
2020-07-19,Berks,0,420152,11,0,26.8,18.9,26,07,southeast
2020-07-20,Berks,1,420152,12,0,29.3,26.4,21,07,southeast
2020-07-21,Berks,0,420152,13,0,28,17.3,21,07,southeast
2020-07-22,Berks,0,420152,12,0,25.6,12.1,33,07,southeast
2020-07-23,Berks,1,420152,16,1,25.6,13.8,55,07,southeast
2020-07-24,Berks,0,420152,14,3,30.5,20.3,33,07,southeast
2020-07-25,Berks,0,420152,15,3,31.7,32.7,15,07,southeast
2020-07-26,Berks,0,420152,15,3,29.3,22.6,21,07,southeast
2020-07-27,Berks,0,420152,17,3,30.5,25,34,07,southeast
2020-07-28,Berks,2,420152,16,2,26.8,10.3,20,07,southeast
2020-07-29,Berks,0,420152,22,2,26.8,14.8,28,07,southeast
2020-07-31,Berks,0,420152,26,1,34.1,42.4,14,07,southeast
2020-08-01,Berks,2,420152,22,2,31.7,36.4,20,08,southeast
2020-08-02,Berks,2,420152,23,2,35.4,41.1,30,08,southeast
2020-08-03,Berks,1,420152,22,2,34.1,35.7,29,08,southeast
2020-08-04,Berks,0,420152,25,3,30.5,34.5,24,08,southeast
2020-08-05,Berks,0,420152,21,3,29.3,37.7,28,08,southeast
2020-08-06,Berks,0,420152,22,5,26.8,13.1,22,08,southeast
2020-08-07,Berks,2,420152,20,5,26.8,23.7,29,08,southeast
2020-08-08,Berks,0,420152,21,6,23.2,21.8,31,08,southeast
2020-08-09,Berks,1,420152,22,6,26.8,3.6,25,08,southeast
2020-08-10,Berks,1,420152,23,6,25.6,25,27,08,southeast
2020-08-11,Berks,1,420152,25,4,29.3,20.7,31,08,southeast
2020-08-12,Berks,0,420152,21,4,25.6,19.7,26,08,southeast
2020-08-13,Berks,0,420152,22,6,26.8,31.1,40,08,southeast
2020-08-14,Berks,0,420152,22,6,25.6,30.3,32,08,southeast
2020-08-15,Berks,0,420152,21,7,26.8,17,30,08,southeast
2020-08-16,Berks,0,420152,21,7,26.8,27.3,13,08,southeast
2020-08-17,Berks,0,420152,22,6,29.3,42.1,38,08,southeast
2020-08-18,Berks,1,420152,29,5,30.5,43.3,39,08,southeast
2020-08-19,Berks,0,420152,31,4,29.3,36.8,25,08,southeast
2020-08-20,Berks,1,420152,30,3,29.3,41.5,38,08,southeast
2020-08-21,Berks,0,420152,30,3,29.3,31.8,37,08,southeast
2020-08-22,Berks,0,420152,25,3,34.1,24.5,31,08,southeast
2020-08-23,Berks,1,420152,25,3,34.1,27.5,32,08,southeast
2020-08-24,Berks,1,420152,24,3,34.1,19.3,39,08,southeast
2020-08-25,Berks,1,420152,23,3,30.5,33.3,28,08,southeast
2020-08-26,Berks,0,420152,27,3,28,28.8,25,08,southeast
2020-08-27,Berks,1,420152,26,4,31.7,24.6,39,08,southeast
2020-08-28,Berks,0,420152,28,6,25.6,25.8,31,08,southeast
2020-08-29,Berks,0,420152,29,5,28,24.2,30,08,southeast
2020-08-30,Berks,1,420152,34,5,28,36.4,14,08,southeast
2020-08-31,Berks,1,420152,34,5,28,31.8,44,08,southeast
2020-09-01,Berks,1,420152,33,1,28,36.4,35,09,southeast
2020-09-02,Berks,1,420152,32,1,28,33.3,42,09,southeast
2020-09-03,Berks,0,420152,28,0,28,28.8,37,09,southeast
2020-09-04,Berks,0,420152,24,0,28,28.8,45,09,southeast
2020-09-05,Berks,0,420152,23,0,28,37.9,22,09,southeast
2020-09-06,Berks,1,420152,23,0,28,30.3,31,09,southeast
2020-09-07,Berks,1,420152,23,0,28,34.8,35,09,southeast
2020-09-08,Berks,0,420152,24,0,34.1,39.4,48,09,southeast
2020-09-09,Berks,0,420152,23,0,34.1,33.3,17,09,southeast
2020-09-10,Berks,0,420152,24,3,34.1,37.9,28,09,southeast
2020-09-11,Berks,0,420152,24,4,34.1,36.4,86,09,southeast
2020-09-12,Berks,0,420152,26,4,31.7,3.9,27,09,southeast
2020-09-13,Berks,1,420152,26,4,31.7,2,40,09,southeast
2020-09-14,Berks,0,420152,27,4,34.1,10.2,63,09,southeast
2020-09-15,Berks,1,420152,27,4,29.3,10.9,49,09,southeast
2020-09-16,Berks,0,420152,28,4,29.3,9.3,45,09,southeast
2020-09-17,Berks,0,420152,31,3,30.5,21.1,33,09,southeast
2020-09-18,Berks,0,420152,31,5,24.4,20.7,23,09,southeast
2020-09-19,Berks,0,420152,26,2,25.6,17.3,36,09,southeast
2020-09-20,Berks,1,420152,26,3,31.7,15.7,28,09,southeast
2020-09-21,Berks,0,420152,21,4,29.3,0,42,09,southeast
2020-09-22,Berks,2,420152,23,3,29.3,27.3,33,09,southeast
2020-09-23,Berks,0,420152,26,2,32.9,29.1,21,09,southeast
2020-09-24,Berks,0,420152,24,2,34.1,26.3,22,09,southeast
2020-09-25,Berks,3,420152,30,2,29.3,21.8,36,09,southeast
2020-09-26,Berks,0,420152,28,2,26.8,24.1,51,09,southeast
2020-09-27,Berks,1,420152,28,2,32.9,25.5,26,09,southeast
2020-09-28,Berks,0,420152,29,2,35.4,36.7,49,09,southeast
2020-09-29,Berks,0,420152,34,1,35.4,35.8,41,09,southeast
2020-09-30,Berks,1,420152,30,0,31.7,29.1,27,09,southeast
2020-10-01,Berks,1,420152,32,0,31.7,26.3,57,10,southeast
2020-10-02,Berks,2,420152,32,1,30.5,13.2,39,10,southeast
2020-10-03,Berks,1,420152,31,1,34.1,14.3,44,10,southeast
2020-10-04,Berks,0,420152,31,1,31.7,21.6,33,10,southeast
2020-10-05,Berks,2,420152,34,2,30.5,20.4,35,10,southeast
2020-10-06,Berks,1,420152,35,2,29.3,13.2,84,10,southeast
2020-10-07,Berks,0,420152,42,2,32.9,20,66,10,southeast
2020-10-08,Berks,0,420152,42,1,31.7,28.1,82,10,southeast
2020-10-09,Berks,4,420152,42,1,30.5,15.1,70,10,southeast
2020-10-10,Berks,1,420152,44,1,32.9,24.5,60,10,southeast
2020-10-11,Berks,0,420152,43,1,31.7,19.6,36,10,southeast
2020-10-12,Berks,1,420152,43,1,28,16.3,73,10,southeast
2020-10-13,Berks,0,420152,53,3,23.2,20.8,64,10,southeast
2020-10-14,Berks,0,420152,52,4,30.5,18.9,77,10,southeast
2020-10-15,Berks,3,420152,54,4,28,15.8,68,10,southeast
2020-10-16,Berks,0,420152,53,4,28,13.2,104,10,southeast
2020-10-17,Berks,1,420152,51,4,30.5,12.2,74,10,southeast
2020-10-18,Berks,0,420152,55,4,29.3,7.8,92,10,southeast
2020-10-19,Berks,1,420152,55,4,25.6,7.8,76,10,southeast
2020-10-20,Berks,0,420152,55,4,26.8,13.2,87,10,southeast
2020-10-21,Berks,0,420152,56,4,29.3,17,94,10,southeast
2020-10-22,Berks,1,420152,54,4,29.3,24.6,63,10,southeast
2020-10-23,Berks,1,420152,67,6,30.5,20,119,10,southeast
2020-10-24,Berks,3,420152,66,5,31.7,8.2,106,10,southeast
2020-10-25,Berks,0,420152,64,5,32.9,17,97,10,southeast
2020-10-26,Berks,1,420152,64,5,29.3,13.2,129,10,southeast
2020-10-27,Berks,0,420152,57,7,28,13.2,134,10,southeast
2020-10-28,Berks,2,420152,70,8,26.8,11.3,106,10,southeast
2020-10-29,Berks,1,420152,69,7,29.3,12.3,94,10,southeast
2020-10-30,Berks,1,420152,62,9,25.6,5.7,84,10,southeast
2020-10-31,Berks,2,420152,66,8,25.6,15.1,82,10,southeast
2020-11-01,Berks,0,420152,66,8,26.8,12.2,89,11,southeast
2020-11-02,Berks,2,420152,66,8,32.9,26.4,117,11,southeast
2020-11-03,Berks,1,420152,74,6,26.8,23.6,118,11,southeast
2020-11-04,Berks,1,420152,84,7,25.6,20,84,11,southeast
2020-11-05,Berks,4,420152,94,6,25.6,17.5,112,11,southeast
2020-11-06,Berks,0,420152,86,9,23.2,17.5,113,11,southeast
2020-11-07,Berks,0,420152,79,9,22,20.8,72,11,southeast
2020-11-08,Berks,1,420152,81,9,22,24.6,93,11,southeast
2020-11-09,Berks,0,420152,81,9,26.8,17.6,150,11,southeast
2020-11-10,Berks,2,420152,78,9,25.6,14.5,168,11,southeast
2020-11-11,Berks,0,420152,89,6,28,14.5,138,11,southeast
2020-11-12,Berks,1,420152,91,12,25.6,8.8,134,11,southeast
2020-11-13,Berks,1,420152,91,11,23.2,17.5,164,11,southeast
2020-11-14,Berks,4,420152,95,12,23.2,1.8,158,11,southeast
2020-11-15,Berks,2,420152,94,11,23.2,15.8,202,11,southeast
2020-11-16,Berks,2,420152,99,11,22,3.4,166,11,southeast
2020-11-17,Berks,0,420152,96,11,19.5,1.8,172,11,southeast
2020-11-18,Berks,1,420152,98,15,18.3,12.7,183,11,southeast
2020-11-19,Berks,1,420152,97,10,23.2,12.3,145,11,southeast
2020-11-20,Berks,2,420152,94,10,18.3,15.8,152,11,southeast
2020-11-21,Berks,0,420152,110,11,20.7,15.3,157,11,southeast
2020-11-22,Berks,1,420152,117,12,24.4,17.5,207,11,southeast
2020-11-23,Berks,2,420152,113,10,23.2,19,167,11,southeast
2020-11-24,Berks,0,420152,125,16,23.2,0,137,11,southeast
2020-11-25,Berks,0,420152,129,16,23.2,10.9,316,11,southeast
2020-11-26,Berks,3,420152,131,13,25.6,12.3,165,11,southeast
2020-11-27,Berks,0,420152,129,12,23.2,12.3,170,11,southeast
2020-11-28,Berks,2,420152,139,13,18.3,11.9,176,11,southeast
2020-11-29,Berks,0,420152,154,17,17.1,13.1,76,11,southeast
2020-11-30,Berks,3,420152,157,13,20.7,10.3,103,11,southeast
2020-12-01,Berks,2,420152,157,15,18.3,7.3,315,12,southeast
2020-12-02,Berks,2,420152,173,16,14.6,0,449,12,southeast
2020-12-03,Berks,6,420152,176,23,13.4,14.1,355,12,southeast
2020-12-04,Berks,1,420152,174,19,15.9,19.7,365,12,southeast
2020-12-05,Berks,2,420152,165,10,15.9,21.1,267,12,southeast
2020-12-06,Berks,2,420152,165,10,13.4,14.1,292,12,southeast
2020-12-07,Berks,3,420152,155,16,12.2,9.1,391,12,southeast
2020-12-08,Berks,5,420152,156,16,11,11.3,312,12,southeast
2020-12-09,Berks,4,420152,162,23,9.8,15.5,378,12,southeast
2020-12-10,Berks,4,420152,160,19,14.6,22.5,276,12,southeast
2020-12-11,Berks,4,420152,173,16,12.2,21.1,388,12,southeast
2020-12-12,Berks,2,420152,175,16,13.4,19.7,230,12,southeast
2020-12-13,Berks,3,420152,172,16,17.1,12.7,369,12,southeast
2020-12-14,Berks,1,420152,168,17,14.6,10.6,324,12,southeast
2020-12-15,Berks,4,420152,172,20,14.6,12.7,318,12,southeast
2020-12-16,Berks,2,420152,182,27,14.6,12.7,344,12,southeast
2020-12-17,Berks,1,420152,189,27,12.2,9.9,274,12,southeast
2020-12-18,Berks,0,420152,205,26,13.4,11.3,333,12,southeast
2020-06-01,Bucks,0,628195,46,15,65.7,48.7,17,06,southeast
2020-06-02,Bucks,2,628195,42,15,68.7,43.6,26,06,southeast
2020-06-03,Bucks,2,628195,47,17,66.2,29.5,24,06,southeast
2020-06-04,Bucks,2,628195,45,14,69.1,25.6,31,06,southeast
2020-06-05,Bucks,1,628195,54,14,61.8,30.8,50,06,southeast
2020-06-06,Bucks,2,628195,53,13,66.2,42.3,23,06,southeast
2020-06-07,Bucks,1,628195,46,11,61.8,35.9,17,06,southeast
2020-06-08,Bucks,1,628195,44,12,60.3,35.9,22,06,southeast
2020-06-09,Bucks,0,628195,46,11,61.8,34.6,30,06,southeast
2020-06-10,Bucks,3,628195,44,13,61.8,23.1,29,06,southeast
2020-06-11,Bucks,3,628195,40,11,66.2,34.6,26,06,southeast
2020-06-12,Bucks,0,628195,45,11,61.8,43.6,25,06,southeast
2020-06-13,Bucks,1,628195,42,11,57.4,48.7,10,06,southeast
2020-06-14,Bucks,2,628195,35,7,64.7,56.4,14,06,southeast
2020-06-15,Bucks,0,628195,32,7,67.6,60.3,9,06,southeast
2020-06-16,Bucks,2,628195,31,10,79.4,47.4,15,06,southeast
2020-06-17,Bucks,1,628195,31,7,83.8,43.6,28,06,southeast
2020-06-18,Bucks,3,628195,29,7,80.9,37.2,14,06,southeast
2020-06-19,Bucks,1,628195,27,10,73.5,46.2,23,06,southeast
2020-06-20,Bucks,2,628195,26,9,67.6,47.4,18,06,southeast
2020-06-21,Bucks,1,628195,24,4,69.1,48.7,12,06,southeast
2020-06-22,Bucks,1,628195,22,4,69.1,51.3,14,06,southeast
2020-06-23,Bucks,0,628195,24,4,79.4,38.5,38,06,southeast
2020-06-24,Bucks,3,628195,26,4,72.1,37.2,23,06,southeast
2020-06-25,Bucks,1,628195,23,5,75,25.6,29,06,southeast
2020-06-26,Bucks,0,628195,21,6,60.3,33.3,28,06,southeast
2020-06-27,Bucks,0,628195,18,4,57.4,39.7,13,06,southeast
2020-06-28,Bucks,1,628195,15,2,58.8,43.6,11,06,southeast
2020-06-29,Bucks,0,628195,13,2,64.7,46.2,14,06,southeast
2020-06-30,Bucks,2,628195,12,2,76.5,48.7,39,06,southeast
2020-07-01,Bucks,1,628195,12,2,79.4,28.2,23,07,southeast
2020-07-02,Bucks,0,628195,11,2,75,38.5,19,07,southeast
2020-07-03,Bucks,0,628195,9,2,72.1,48.7,17,07,southeast
2020-07-04,Bucks,0,628195,9,2,72.1,52.6,34,07,southeast
2020-07-05,Bucks,0,628195,8,1,75,57.7,29,07,southeast
2020-07-06,Bucks,1,628195,10,1,67.6,51.3,37,07,southeast
2020-07-07,Bucks,0,628195,12,1,83.8,50,18,07,southeast
2020-07-08,Bucks,1,628195,12,1,80.9,48.7,35,07,southeast
2020-07-09,Bucks,1,628195,14,1,77.9,44.9,27,07,southeast
2020-07-10,Bucks,0,628195,16,2,66.2,47.4,33,07,southeast
2020-07-11,Bucks,0,628195,16,2,70.6,59,33,07,southeast
2020-07-12,Bucks,0,628195,14,1,73.5,56.4,15,07,southeast
2020-07-13,Bucks,0,628195,12,1,75,64.1,37,07,southeast
2020-07-14,Bucks,1,628195,13,1,77.9,55.1,40,07,southeast
2020-07-15,Bucks,1,628195,14,2,72.1,47.4,40,07,southeast
2020-07-16,Bucks,0,628195,14,4,75,33.3,53,07,southeast
2020-07-17,Bucks,0,628195,15,4,60.3,42.3,52,07,southeast
2020-07-18,Bucks,0,628195,15,2,63.2,55.1,26,07,southeast
2020-07-19,Bucks,0,628195,18,2,61.8,59,32,07,southeast
2020-07-20,Bucks,0,628195,18,3,61.8,55.1,81,07,southeast
2020-07-21,Bucks,0,628195,15,2,67.6,39.7,42,07,southeast
2020-07-22,Bucks,1,628195,18,3,69.1,30.8,19,07,southeast
2020-07-23,Bucks,1,628195,17,3,64.7,33.3,75,07,southeast
2020-07-24,Bucks,0,628195,19,2,70.6,35.9,48,07,southeast
2020-07-25,Bucks,0,628195,16,2,70.6,39.7,35,07,southeast
2020-07-26,Bucks,0,628195,15,3,70.6,46.2,23,07,southeast
2020-07-27,Bucks,2,628195,16,3,75,56.4,47,07,southeast
2020-07-28,Bucks,2,628195,17,3,77.9,39.7,26,07,southeast
2020-07-29,Bucks,0,628195,19,3,77.9,37.2,61,07,southeast
2020-07-31,Bucks,0,628195,7,0,80.3,37.2,53,07,southeast
2020-08-01,Bucks,0,628195,7,0,72.7,43.6,39,08,southeast
2020-08-02,Bucks,1,628195,5,0,72.7,62.8,29,08,southeast
2020-08-03,Bucks,2,628195,6,1,72.7,59,32,08,southeast
2020-08-04,Bucks,0,628195,5,1,86.4,50,38,08,southeast
2020-08-05,Bucks,0,628195,3,1,87.9,43.6,31,08,southeast
2020-08-06,Bucks,0,628195,4,0,81.8,34.6,28,08,southeast
2020-08-07,Bucks,1,628195,6,1,69.7,47.4,23,08,southeast
2020-08-08,Bucks,0,628195,6,0,69.7,48.7,24,08,southeast
2020-08-09,Bucks,0,628195,3,0,69.7,46.2,14,08,southeast
2020-08-10,Bucks,0,628195,1,0,75.8,47.4,17,08,southeast
2020-08-11,Bucks,0,628195,3,0,80.3,50,37,08,southeast
2020-08-12,Bucks,1,628195,2,0,77.3,46.2,36,08,southeast
2020-08-13,Bucks,0,628195,1,0,83.3,52.6,36,08,southeast
2020-08-14,Bucks,0,628195,1,0,77.3,60.3,38,08,southeast
2020-08-15,Bucks,0,628195,1,0,71.2,59,35,08,southeast
2020-08-16,Bucks,1,628195,1,0,74.2,66.7,21,08,southeast
2020-08-17,Bucks,0,628195,1,0,75.8,66.7,14,08,southeast
2020-08-18,Bucks,0,628195,1,0,86.4,59,32,08,southeast
2020-08-19,Bucks,0,628195,1,0,84.8,42.3,27,08,southeast
2020-08-20,Bucks,1,628195,2,0,80.3,48.7,23,08,southeast
2020-08-21,Bucks,1,628195,4,0,69.7,52.6,32,08,southeast
2020-08-22,Bucks,0,628195,3,0,69.7,57.7,15,08,southeast
2020-08-23,Bucks,0,628195,3,0,69.7,59,15,08,southeast
2020-08-24,Bucks,0,628195,7,0,69.7,51.3,14,08,southeast
2020-08-25,Bucks,0,628195,7,0,69.7,42.3,26,08,southeast
2020-08-26,Bucks,0,628195,5,0,75.8,38.5,14,08,southeast
2020-08-27,Bucks,0,628195,5,1,77.3,37.2,49,08,southeast
2020-08-28,Bucks,1,628195,4,0,78.8,43.6,27,08,southeast
2020-08-29,Bucks,0,628195,4,0,83.3,44.9,33,08,southeast
2020-08-30,Bucks,1,628195,4,0,78.8,43.6,20,08,southeast
2020-08-31,Bucks,0,628195,2,0,72.7,53.8,29,08,southeast
2020-09-01,Bucks,0,628195,3,1,81.8,32.1,34,09,southeast
2020-09-02,Bucks,0,628195,3,1,81.8,35.9,45,09,southeast
2020-09-03,Bucks,1,628195,5,1,84.8,44.9,56,09,southeast
2020-09-04,Bucks,0,628195,5,1,74.2,60.3,34,09,southeast
2020-09-05,Bucks,1,628195,5,1,74.2,53.8,41,09,southeast
2020-09-06,Bucks,1,628195,5,1,75.8,56.4,28,09,southeast
2020-09-07,Bucks,0,628195,5,1,74.2,60.3,26,09,southeast
2020-09-08,Bucks,1,628195,7,2,69.7,56.4,29,09,southeast
2020-09-09,Bucks,0,628195,9,1,78.8,51.3,33,09,southeast
2020-09-10,Bucks,1,628195,7,1,78.8,30.8,39,09,southeast
2020-09-11,Bucks,1,628195,6,1,63.6,43.6,33,09,southeast
2020-09-12,Bucks,0,628195,6,1,65.2,48.7,30,09,southeast
2020-09-13,Bucks,0,628195,5,1,65.2,46.2,25,09,southeast
2020-09-14,Bucks,2,628195,7,1,66.7,48.7,52,09,southeast
2020-09-15,Bucks,1,628195,8,1,78.8,43.6,29,09,southeast
2020-09-16,Bucks,0,628195,5,0,79.4,33.3,42,09,southeast
2020-09-17,Bucks,0,628195,4,0,80.9,37.2,33,09,southeast
2020-09-18,Bucks,0,628195,4,0,67.6,48.7,48,09,southeast
2020-09-19,Bucks,0,628195,3,1,67.6,48.7,39,09,southeast
2020-09-20,Bucks,1,628195,2,1,67.6,53.8,34,09,southeast
2020-09-21,Bucks,0,628195,5,1,72.1,51.3,29,09,southeast
2020-09-22,Bucks,0,628195,5,0,77.9,38.5,36,09,southeast
2020-09-23,Bucks,1,628195,7,0,82.4,30.8,49,09,southeast
2020-09-24,Bucks,0,628195,5,0,76.5,35.9,32,09,southeast
2020-09-25,Bucks,0,628195,5,0,66.2,57.7,52,09,southeast
2020-09-26,Bucks,2,628195,5,0,66.2,62.8,33,09,southeast
2020-09-27,Bucks,1,628195,7,0,66.2,62.8,30,09,southeast
2020-09-28,Bucks,2,628195,4,0,70.6,65.4,35,09,southeast
2020-09-29,Bucks,2,628195,4,0,84.8,50,48,09,southeast
2020-09-30,Bucks,1,628195,3,0,84.8,38.5,37,09,southeast
2020-10-01,Bucks,2,628195,4,0,83.3,42.3,49,10,southeast
2020-10-02,Bucks,0,628195,2,0,72.7,50,27,10,southeast
2020-10-03,Bucks,0,628195,3,0,74.2,55.1,26,10,southeast
2020-10-04,Bucks,0,628195,3,0,74.2,53.8,20,10,southeast
2020-10-05,Bucks,1,628195,4,0,78.8,60.3,26,10,southeast
2020-10-06,Bucks,0,628195,2,1,84.8,47.4,49,10,southeast
2020-10-07,Bucks,0,628195,2,1,81.8,42.3,43,10,southeast
2020-10-08,Bucks,1,628195,2,1,80.3,42.3,67,10,southeast
2020-10-09,Bucks,0,628195,2,1,68.2,46.2,34,10,southeast
2020-10-10,Bucks,0,628195,2,1,66.7,50,39,10,southeast
2020-10-11,Bucks,0,628195,2,1,71.2,57.7,41,10,southeast
2020-10-12,Bucks,0,628195,3,1,66.7,59,36,10,southeast
2020-10-13,Bucks,0,628195,4,1,83.3,37.2,27,10,southeast
2020-10-14,Bucks,1,628195,4,1,83.3,38.5,63,10,southeast
2020-10-15,Bucks,0,628195,6,1,80.3,33.3,42,10,southeast
2020-10-16,Bucks,1,628195,4,0,71.2,52.6,36,10,southeast
2020-10-17,Bucks,0,628195,4,0,71.2,50,38,10,southeast
2020-10-18,Bucks,0,628195,4,0,71.2,59,32,10,southeast
2020-10-19,Bucks,1,628195,3,0,72.7,60.3,41,10,southeast
2020-10-20,Bucks,0,628195,3,0,77.3,32.1,41,10,southeast
2020-10-21,Bucks,1,628195,5,0,80.3,44.9,83,10,southeast
2020-10-22,Bucks,0,628195,3,2,80.3,37.2,58,10,southeast
2020-10-23,Bucks,0,628195,2,0,68.2,55.1,90,10,southeast
2020-10-24,Bucks,0,628195,2,0,72.7,57.7,65,10,southeast
2020-10-25,Bucks,0,628195,2,0,69.7,56.4,38,10,southeast
2020-10-26,Bucks,0,628195,5,0,78.8,52.6,64,10,southeast
2020-10-27,Bucks,0,628195,4,0,83.3,42.3,53,10,southeast
2020-10-28,Bucks,1,628195,8,0,81.8,41,101,10,southeast
2020-10-29,Bucks,0,628195,9,0,78.8,42.3,84,10,southeast
2020-10-30,Bucks,1,628195,10,0,77.3,38.5,86,10,southeast
2020-10-31,Bucks,1,628195,9,0,62.1,55.1,74,10,southeast
2020-11-01,Bucks,0,628195,9,0,63.6,51.3,73,11,southeast
2020-11-02,Bucks,1,628195,6,0,62.1,51.3,101,11,southeast
2020-11-03,Bucks,0,628195,6,0,78.8,39.7,91,11,southeast
2020-11-04,Bucks,2,628195,10,0,77.3,32.1,135,11,southeast
2020-11-05,Bucks,0,628195,10,0,77.3,30.3,162,11,southeast
2020-11-06,Bucks,3,628195,11,0,65.2,32.9,125,11,southeast
2020-11-07,Bucks,2,628195,11,0,60.6,34.2,147,11,southeast
2020-11-08,Bucks,1,628195,11,0,63.6,38.2,172,11,southeast
2020-11-09,Bucks,0,628195,16,1,60.6,34.2,175,11,southeast
2020-11-10,Bucks,3,628195,15,1,59.1,38.2,239,11,southeast
2020-11-11,Bucks,1,628195,16,1,71.2,31.6,302,11,southeast
2020-11-12,Bucks,2,628195,20,2,66.7,28.9,306,11,southeast
2020-11-13,Bucks,2,628195,19,1,65.2,40.8,250,11,southeast
2020-11-14,Bucks,4,628195,22,2,65.2,32.9,307,11,southeast
2020-11-15,Bucks,2,628195,23,1,66.7,40.8,235,11,southeast
2020-11-16,Bucks,2,628195,27,1,60.6,42.1,218,11,southeast
2020-11-17,Bucks,5,628195,33,1,72.7,23.7,228,11,southeast
2020-11-18,Bucks,1,628195,36,7,71.2,26.3,379,11,southeast
2020-11-19,Bucks,1,628195,44,1,69.7,19.7,339,11,southeast
2020-11-20,Bucks,4,628195,46,3,59.1,26.3,323,11,southeast
2020-11-21,Bucks,9,628195,46,3,63.6,36.8,326,11,southeast
2020-11-22,Bucks,2,628195,46,3,62.1,36.8,279,11,southeast
2020-11-23,Bucks,2,628195,42,3,71.2,35.5,223,11,southeast
2020-11-24,Bucks,9,628195,51,4,69.7,21.1,288,11,southeast
2020-11-25,Bucks,5,628195,60,4,68.2,28.9,455,11,southeast
2020-11-26,Bucks,7,628195,62,5,68.2,31.6,365,11,southeast
2020-11-27,Bucks,7,628195,69,5,68.2,26.3,430,11,southeast
2020-11-28,Bucks,4,628195,69,4,66.7,26.3,269,11,southeast
2020-11-29,Bucks,7,628195,64,2,68.2,31.6,288,11,southeast
2020-11-30,Bucks,5,628195,68,6,57.6,30.3,227,11,southeast
2020-12-01,Bucks,6,628195,72,7,57.4,27.6,388,12,southeast
2020-12-02,Bucks,2,628195,87,6,64.3,34.2,632,12,southeast
2020-12-03,Bucks,6,628195,81,8,61.4,24.7,707,12,southeast
